id_legacy,nombre,categoria,familia,subfamilia,unidad,stock_legacy,minimo,proveedor
inv_bdn3_off_355,MIEL,Abarrotes,SUPERMERCADO,Sin subfamilia,unidad,1,1,"ABARROTES, CONDIMENTOS, ESPECIAS Y SALSAS"
inv_bdn3_off_200,MIX VERDE MIZUNA,Frutas y Verduras,LA CHACRA,Sin subfamilia,porción,3,2,LA CHACRA
inv_bdn3_off_330,MONDADIENTES,Aseo,SUPERMERCADO,Sin subfamilia,unidad,2,2,ASEO Y OTROS
inv_bdn3_off_234,MONTE OUTER LIMITS S. BLANC,VINOS Y ESPUMANTES,PREMIUM BRANDS,Sin subfamilia,unidad,18,12,PREMIUM BRANDS
inv_bdn3_off_230,MONTES ALPHA CABERNET,VINOS Y ESPUMANTES,PREMIUM BRANDS,Sin subfamilia,unidad,8,6,PREMIUM BRANDS
inv_bdn3_off_231,MONTES ALPHA CARMENERE,VINOS Y ESPUMANTES,PREMIUM BRANDS,Sin subfamilia,unidad,18,6,PREMIUM BRANDS
inv_bdn3_off_232,MONTES ALPHA CHARDONNAY,VINOS Y ESPUMANTES,PREMIUM BRANDS,Sin subfamilia,unidad,12,6,PREMIUM BRANDS
inv_bdn3_off_233,MONTES ALPHA MERLOT,VINOS Y ESPUMANTES,PREMIUM BRANDS,Sin subfamilia,unidad,7,6,PREMIUM BRANDS
inv_bdn3_off_229,MONTES CLASSIC SERIES CHARDONNAY,VINOS Y ESPUMANTES,PREMIUM BRANDS,Sin subfamilia,unidad,12,6,PREMIUM BRANDS
inv_bdn3_off_228,MONTES CLASSIC SERIES S. BLANC,VINOS Y ESPUMANTES,PREMIUM BRANDS,Sin subfamilia,unidad,12,6,PREMIUM BRANDS
inv_bdn3_off_235,MONTGRAS ANTU CABERNET,VINOS Y ESPUMANTES,PREMIUM BRANDS,Sin subfamilia,unidad,6,6,PREMIUM BRANDS
inv_bdn3_off_236,MONTGRAS ANTU CARMENERE,VINOS Y ESPUMANTES,PREMIUM BRANDS,Sin subfamilia,unidad,6,6,PREMIUM BRANDS
inv_bdn3_off_238,MONTGRAS DAY ONE CHARDONNAY,VINOS Y ESPUMANTES,PREMIUM BRANDS,Sin subfamilia,unidad,0,6,PREMIUM BRANDS
inv_bdn3_off_237,MONTGRAS DAY ONE S. BLANC,VINOS Y ESPUMANTES,PREMIUM BRANDS,Sin subfamilia,unidad,7,6,PREMIUM BRANDS
inv_bdn3_off_356,MOSTAZA,Abarrotes,SUPERMERCADO,Sin subfamilia,unidad,1,2,"ABARROTES, CONDIMENTOS, ESPECIAS Y SALSAS"
inv_bdn3_off_357,MOSTAZA ANTIGUA,Abarrotes,SUPERMERCADO,Sin subfamilia,unidad,1,1,"ABARROTES, CONDIMENTOS, ESPECIAS Y SALSAS"
inv_bdn3_off_358,MOSTAZA DIJON,Abarrotes,SUPERMERCADO,Sin subfamilia,unidad,1,1,"ABARROTES, CONDIMENTOS, ESPECIAS Y SALSAS"
inv_bdn3_off_201,NARANJAS,Frutas y Verduras,LA CHACRA,Sin subfamilia,kg,2.5,2,LA CHACRA
inv_bdn3_off_31,NAVAJUELAS,Pescados y Mariscos,EBISU,Sin subfamilia,kg,2,50,
inv_bdn3_off_359,NUEZ MOSCADA,Abarrotes,EL TRIGAL,Sin subfamilia,unidad,6,1,"ABARROTES, CONDIMENTOS, ESPECIAS Y SALSAS"
